hours_social_media,sleep_hours,platform_primary,addiction_score,acad_impact,heavy_user,sleep_ok,platform_group
3.2,8.7,Instagram,6,1.0,0,1,Image-centric
7.5,4.8,WhatsApp,8,1.0,1,0,Other
2.2,9.6,Instagram,4,0.0,0,1,Image-centric
3.8,8.4,TikTok,7,1.0,0,1,Short-video
8.5,3.8,Instagram,9,1.0,1,0,Image-centric
7.3,4.9,WhatsApp,7,1.0,1,0,Other
2.8,9.2,Instagram,5,0.0,0,1,Image-centric
3.6,8.6,TikTok,7,1.0,0,1,Short-video
6.2,6.3,WhatsApp,7,1.0,1,0,Other
4.5,7.8,WeChat,5,0.0,0,1,Other
3.8,8.2,Instagram,4,0.0,0,1,Image-centric
4.7,7.5,Instagram,6,1.0,0,1,Image-centric
5.1,7.0,TikTok,7,1.0,0,1,Short-video
5.5,6.8,WhatsApp,7,1.0,0,0,Other
6.5,6.5,Instagram,8,1.0,1,0,Image-centric
4.2,7.9,Facebook,5,0.0,0,1,Other
6.8,6.0,WhatsApp,8,1.0,1,0,Other
4.8,7.4,Instagram,6,1.0,0,1,Image-centric
6.1,6.4,Instagram,7,1.0,1,0,Image-centric
4.4,7.9,WeChat,5,0.0,0,1,Other
3.7,8.3,TikTok,4,0.0,0,1,Short-video
4.6,7.6,Instagram,6,1.0,0,1,Image-centric
5.2,6.9,TikTok,7,1.0,0,0,Short-video
5.6,6.7,WhatsApp,7,1.0,0,0,Other
6.6,6.4,Instagram,8,1.0,1,0,Image-centric
4.1,8.0,Facebook,5,0.0,0,1,Other
6.9,5.9,WhatsApp,8,1.0,1,0,Other
4.7,7.5,TikTok,6,1.0,0,1,Short-video
6.0,6.5,WhatsApp,7,1.0,1,0,Other
4.3,8.0,WeChat,5,0.0,0,1,Other
3.6,8.4,Instagram,4,0.0,0,1,Image-centric
4.5,7.7,Facebook,6,1.0,0,1,Other
5.3,6.8,TikTok,7,1.0,0,0,Short-video
5.7,6.6,WhatsApp,7,1.0,0,0,Other
6.7,6.3,Instagram,8,1.0,1,0,Image-centric
4.0,8.1,Facebook,5,0.0,0,1,Other
7.0,5.8,WhatsApp,8,1.0,1,0,Other
4.6,7.6,Instagram,6,1.0,0,1,Image-centric
5.9,6.6,TikTok,7,1.0,1,0,Short-video
4.2,8.1,WeChat,5,0.0,0,1,Other
3.5,8.5,Instagram,4,0.0,0,1,Image-centric
4.4,7.8,Facebook,6,1.0,0,1,Other
5.4,6.7,TikTok,7,1.0,0,0,Short-video
5.8,6.5,WhatsApp,7,1.0,1,0,Other
6.8,6.2,Instagram,8,1.0,1,0,Image-centric
3.9,8.2,Facebook,5,0.0,0,1,Other
7.1,5.7,WhatsApp,8,1.0,1,0,Other
4.5,7.7,TikTok,6,1.0,0,1,Short-video
5.8,6.7,WhatsApp,7,1.0,1,0,Other
4.1,8.2,WeChat,5,0.0,0,1,Other
3.4,8.6,Instagram,4,0.0,0,1,Image-centric
4.3,7.9,Instagram,6,1.0,0,1,Image-centric
5.5,6.6,TikTok,7,1.0,0,0,Short-video
5.9,6.4,WhatsApp,7,1.0,1,0,Other
6.9,6.1,Instagram,8,1.0,1,0,Image-centric
3.8,8.3,Facebook,5,0.0,0,1,Other
7.2,5.6,WhatsApp,8,1.0,1,0,Other
4.4,7.8,Instagram,6,1.0,0,1,Image-centric
5.7,6.8,TikTok,7,1.0,0,0,Short-video
4.0,8.3,WeChat,5,0.0,0,1,Other
3.3,8.7,Instagram,4,0.0,0,1,Image-centric
4.2,8.0,Facebook,6,1.0,0,1,Other
5.6,6.5,TikTok,7,1.0,0,0,Short-video
6.0,6.3,WhatsApp,7,1.0,1,0,Other
7.0,6.0,Instagram,8,1.0,1,0,Image-centric
3.7,8.4,Facebook,5,0.0,0,1,Other
7.3,5.5,WhatsApp,8,1.0,1,0,Other
4.3,7.9,TikTok,6,1.0,0,1,Short-video
5.6,6.9,WhatsApp,7,1.0,0,0,Other
3.9,8.4,WeChat,5,0.0,0,1,Other
3.2,8.8,Instagram,4,0.0,0,1,Image-centric
4.1,8.1,Instagram,6,1.0,0,1,Image-centric
5.7,6.4,TikTok,7,1.0,0,0,Short-video
6.1,6.2,WhatsApp,7,1.0,1,0,Other
7.1,5.9,Instagram,8,1.0,1,0,Image-centric
3.6,8.5,Facebook,5,0.0,0,1,Other
7.4,5.4,WhatsApp,8,1.0,1,0,Other
4.2,8.0,Instagram,6,1.0,0,1,Image-centric
6.1,7.2,Instagram,7,1.0,1,1,Image-centric
3.8,7.8,Twitter,4,0.0,0,1,Other
5.5,6.8,TikTok,8,1.0,0,0,Short-video
7.2,5.9,Facebook,9,1.0,1,0,Other
4.2,7.5,Instagram,5,0.0,0,1,Image-centric
6.8,6.2,TikTok,8,1.0,1,0,Short-video
5.9,6.7,Instagram,7,1.0,1,0,Image-centric
6.5,6.1,Facebook,8,1.0,1,0,Other
4.7,7.4,Twitter,5,0.0,0,1,Other
5.2,7.0,Instagram,6,1.0,0,1,Image-centric
6.3,6.4,TikTok,8,1.0,1,0,Short-video
4.9,7.3,Facebook,5,0.0,0,1,Other
6.7,6.0,Instagram,8,1.0,1,0,Image-centric
5.8,6.5,WeChat,7,1.0,1,0,Other
4.5,7.6,Twitter,4,0.0,0,1,Other
6.4,6.3,Facebook,8,1.0,1,0,Other
4.1,7.7,Instagram,5,0.0,0,1,Image-centric
6.6,6.2,TikTok,8,1.0,1,0,Short-video
4.4,7.4,Instagram,5,0.0,0,1,Image-centric
5.7,6.8,Twitter,7,1.0,0,0,Other
7.0,5.8,Instagram,9,1.0,1,0,Image-centric
4.3,7.5,Facebook,5,0.0,0,1,Other
6.9,6.1,TikTok,8,1.0,1,0,Short-video
5.6,6.9,Instagram,7,1.0,0,0,Image-centric
6.2,6.3,Facebook,8,1.0,1,0,Other
5.8,6.7,Instagram,7,1.0,1,0,Image-centric
4.9,7.3,TikTok,5,0.0,0,1,Short-video
6.4,6.2,Facebook,8,1.0,1,0,Other
5.1,7.1,Twitter,5,0.0,0,1,Other
6.7,6.0,Instagram,8,1.0,1,0,Image-centric
5.5,6.8,WeChat,7,1.0,0,0,Other
4.3,7.6,Twitter,4,0.0,0,1,Other
6.2,6.4,Instagram,8,1.0,1,0,Image-centric
4.5,7.4,Facebook,5,0.0,0,1,Other
6.3,6.3,TikTok,8,1.0,1,0,Short-video
4.7,7.2,Instagram,5,0.0,0,1,Image-centric
5.9,6.6,Twitter,7,1.0,1,0,Other
7.1,5.7,Facebook,9,1.0,1,0,Other
4.4,7.4,Instagram,5,0.0,0,1,Image-centric
6.6,6.2,TikTok,8,1.0,1,0,Short-video
5.4,6.9,Instagram,7,1.0,0,0,Image-centric
6.5,6.1,Facebook,8,1.0,1,0,Other
4.8,7.3,Twitter,5,0.0,0,1,Other
5.7,6.7,Instagram,7,1.0,0,0,Image-centric
6.1,6.4,TikTok,8,1.0,1,0,Short-video
4.6,7.2,Facebook,5,0.0,0,1,Other
6.8,5.9,Instagram,9,1.0,1,0,Image-centric
5.6,6.8,WeChat,7,1.0,0,0,Other
4.2,7.5,Twitter,4,0.0,0,1,Other
6.3,6.3,TikTok,8,1.0,1,0,Short-video
4.4,7.4,Instagram,5,0.0,0,1,Image-centric
6.5,6.2,Facebook,8,1.0,1,0,Other
4.6,7.3,Twitter,5,0.0,0,1,Other
5.8,6.6,Instagram,7,1.0,1,0,Image-centric
7.0,5.8,TikTok,9,1.0,1,0,Short-video
4.5,7.3,Facebook,5,0.0,0,1,Other
6.7,6.1,Instagram,8,1.0,1,0,Image-centric
5.5,6.8,Twitter,7,1.0,0,0,Other
6.4,6.2,Facebook,8,1.0,1,0,Other
4.7,7.2,Instagram,5,0.0,0,1,Image-centric
5.6,6.7,TikTok,7,1.0,0,0,Short-video
6.2,6.3,Facebook,8,1.0,1,0,Other
4.8,7.1,Twitter,5,0.0,0,1,Other
6.9,5.9,Instagram,9,1.0,1,0,Image-centric
5.7,6.7,WeChat,7,1.0,0,0,Other
4.4,7.4,Twitter,4,0.0,0,1,Other
6.1,6.4,TikTok,8,1.0,1,0,Short-video
4.3,7.5,Instagram,5,0.0,0,1,Image-centric
6.4,6.2,Facebook,8,1.0,1,0,Other
4.5,7.3,Twitter,5,0.0,0,1,Other
5.9,6.5,Instagram,7,1.0,1,0,Image-centric
7.2,5.7,TikTok,9,1.0,1,0,Short-video
4.6,7.2,Facebook,5,0.0,0,1,Other
6.8,6.0,Instagram,8,1.0,1,0,Image-centric
5.3,6.8,Twitter,7,1.0,0,0,Other
6.3,6.2,Facebook,8,1.0,1,0,Other
4.8,7.1,Instagram,5,0.0,0,1,Image-centric
5.7,6.6,TikTok,7,1.0,0,0,Short-video
6.2,6.3,Twitter,8,1.0,1,0,Other
4.7,7.2,Facebook,5,0.0,0,1,Other
6.8,5.9,Instagram,9,1.0,1,0,Image-centric
5.6,6.7,WeChat,7,1.0,0,0,Other
4.3,7.5,Twitter,4,0.0,0,1,Other
6.2,6.3,TikTok,8,1.0,1,0,Short-video
4.4,7.4,Instagram,5,0.0,0,1,Image-centric
6.5,6.1,Facebook,8,1.0,1,0,Other
4.6,7.3,Twitter,5,0.0,0,1,Other
5.8,6.6,Instagram,7,1.0,1,0,Image-centric
7.1,5.8,TikTok,9,1.0,1,0,Short-video
4.5,7.3,Facebook,5,0.0,0,1,Other
6.7,6.0,Instagram,8,1.0,1,0,Image-centric
5.4,6.8,Twitter,7,1.0,0,0,Other
6.4,6.2,TikTok,8,1.0,1,0,Short-video
4.7,7.2,Facebook,5,0.0,0,1,Other
5.6,6.7,Instagram,7,1.0,0,0,Image-centric
6.3,6.2,Twitter,8,1.0,1,0,Other
4.8,7.1,TikTok,5,0.0,0,1,Short-video
6.9,5.9,Instagram,9,1.0,1,0,Image-centric
5.7,6.7,WeChat,7,1.0,0,0,Other
4.4,7.4,Twitter,4,0.0,0,1,Other
6.1,6.4,Facebook,8,1.0,1,0,Other
4.3,7.5,Instagram,5,0.0,0,1,Image-centric
6.4,6.2,TikTok,8,1.0,1,0,Short-video
4.5,7.3,Twitter,5,0.0,0,1,Other
5.9,6.5,Instagram,7,1.0,1,0,Image-centric
7.2,5.7,Facebook,9,1.0,1,0,Other
4.6,7.2,TikTok,5,0.0,0,1,Short-video
6.8,6.0,Instagram,8,1.0,1,0,Image-centric
5.3,6.8,Twitter,7,1.0,0,0,Other
6.2,6.3,Facebook,8,1.0,1,0,Other
4.7,7.2,Instagram,5,0.0,0,1,Image-centric
5.8,6.6,TikTok,7,1.0,1,0,Short-video
6.1,6.4,Twitter,8,1.0,1,0,Other
4.8,7.1,Facebook,5,0.0,0,1,Other
6.7,6.0,Instagram,9,1.0,1,0,Image-centric
5.5,6.8,WeChat,7,1.0,0,0,Other
4.2,7.5,Twitter,4,0.0,0,1,Other
6.3,6.2,TikTok,8,1.0,1,0,Short-video
4.4,7.4,Instagram,5,0.0,0,1,Image-centric
6.5,6.1,Facebook,8,1.0,1,0,Other
4.6,7.3,Twitter,5,0.0,0,1,Other
5.9,6.5,Instagram,7,1.0,1,0,Image-centric
7.0,5.8,TikTok,9,1.0,1,0,Short-video
4.5,7.3,Facebook,5,0.0,0,1,Other
6.6,6.1,Instagram,8,1.0,1,0,Image-centric
5.5,6.7,Twitter,7,1.0,0,0,Other
6.3,6.2,TikTok,8,1.0,1,0,Short-video
4.8,7.1,Facebook,5,0.0,0,1,Other
5.7,6.6,Instagram,7,1.0,0,0,Image-centric
6.2,6.3,Twitter,8,1.0,1,0,Other
4.7,7.2,TikTok,5,0.0,0,1,Short-video
6.8,5.9,Instagram,9,1.0,1,0,Image-centric
5.6,6.7,WeChat,7,1.0,0,0,Other
4.3,7.5,Twitter,4,0.0,0,1,Other
6.2,6.3,Facebook,8,1.0,1,0,Other
